"sys_loadingid","sys_cdc","sys_checksum","lieferadrid","kundeid","strasse","hausnummer","adresszusatz","plz","ort","land"
3,C,0x935cf142458cb1acb726de6ffc6cc74fe84dce47b4436fdf88cdb48992483b39,104,"21",Im Meisenbusch,"102",,"65479",Raunheim,
3,C,0x784593bec2719ebdd268eee437ad4bd35a2b5290f83f786fee0507ed55ba3f5d,112,"10",Lüttelforster Straße,"123",,"38473",Tiddische,
3,C,0xddc68d183802a0b13f6b73d7ae60421734535914caca0743d9e4b487261a4b36,125,"23",Schladeberg,"106",,"86498",Kettershausen,
3,C,0x6f1e4b81a553b7746b4e7138d9ec269367595dacb39e56c061fdf4e255594714,130,"35",Kottenheimer Straße,"30",,"93053",Regensburg,
3,C,0x8121753d7e4e17274666c74d3a177c335ef02a5dc21d5e87cc4f1d594e5d2599,140,"16",Wiehagener Straße,"37",,"7381",Paska,
3,C,0x9bf2bb1f91c2f53fbfc3d40fcc51aa4c76636c70436f3381d53333141c138a01,147,"26",Giersberg,"194",,"24790",Rade,
3,C,0x26186b24cbbbfe6115f5745d24d69baa0edb27c0222f360048ef5741f0687122,154,"17",Wickers Immberg,"146",,"73249",Wernau,
3,C,0x711834eaa28618bec4d557a772f2cdbefa2fd8a6cdeab3fcd8d4880892610d22,173,"13",Bürmannstraße,"103",,"54518",Minderlittgen,
3,C,0x07e5622bc9aa2e69f7d6b66a7022126a50862796c172c719f797aaed083a12cf,199,"29",Georgstraße,"195",,"72519",Veringenstadt,
3,C,0xeac998fea1d8aa1667b6d9d95205220e660118fb2e7f024f5c113f9cd59ffde8,200,"34",Grünepleistraße,"175",,"66894",Käshofen,
3,C,0xd16ffb6c0e9a5b05b34eadcf097bf332902753d17784dc0a5e24db092eb75a37,214,"21",Elpidiusstraße,"162",,"59969",Bromskirchen,
3,C,0x8b12e35d81d9e4afd26f1059e11c9dcf92bcbafe4d5c90b3f71c1d1d3cf8df91,215,"38",Fällstraße,"56",,"31079",Almstedt,
3,C,0xf0eebd8a6ea1ac6326d57a30ca69f22b24a1e004934151e3a84f9a8f8cfd2e1b,222,"33",Giebelwaldstraße,"108",,"98597",Heßles,
3,C,0x132a217ff1826ad0f03c765e76084969bcea4010b92475214cc0c5ec14431cf5,227,"33",Olmerich,"54",,"68804",Altlußheim,
3,C,0x5068d5e0c3e3501511780940ba35b1f26f258e490291dbb6fdb2a69b329f1886,234,"19",Heinrich-Schütz-Straße,"56",,"37520",Osterode am Harz,
3,C,0xeb6663858a01f10dd3847f9587aec8cf996d3b4fd484f971d2629076410870e2,238,"35",Thiergartenstraße,"15",,"66887",Elzweiler,
3,C,0xa12d134c5c4bd4e986f9d946955d103bfddb2d239e6dab910515837e92108263,239,"12",Empeler Straße,"105",,"78048",Villingen-Schwenningen,
3,C,0x8b103dbbcd9ac3e2f022a7c89f0538bc7efb16ed51c717157bb6197443bc5bcc,251,"28",Hölderlinstraße,"100",,"63579",Freigericht,
3,C,0x57c4dbb378064fd1b8dd7711abd939f58b33d673803b626fd65f6030b953a83b,259,"20",Kardinal-von-Galen-Straße,"128",,"56244",Hartenfels,
3,C,0xb1fe85b1a26ea69055bf8b32a16226bdf955d2f9dd07397c117463c6ecbd3b95,276,"30",Veilchenhang,"187",,"66679",Losheim am See,
3,C,0x10e4d3065ca694fb8ac7386d2806abfbef0987c03e4311ec2c5513653c325ae3,285,"34",Klarastraße,"173",,"53902",Bad Münstereifel,
3,C,0x1d297bbf4ef59ef5d8b10446d82894f9ee2409f88abb257854c5f1aff41b0031,289,"36",Sonneneck,"110",,"32105",Bad Salzuflen,
3,C,0x1b1a1c17ba43cb3d7fa9a798d59dde0729ae283162feb467b1fa0e81c13f72e7,291,"27",Roetgenbachstraße,"44",,"85368",Wang,
3,C,0x7dc08f247c7aac2e786bafb3b94ffed0b724695f50e07e1a88ebb4384c30c629,297,"24",Ahauser Damm,"167",,"76889",Birkenhördt,
3,C,0xc98215902b6139001fd0c285be4c8f8dd25dff819c726bef225a025d54245874,308,"22",Greta-Bünichmann-Straße,"58",,"74427",Fichtenberg,
3,C,0xe00d38d2190397f30a926593e88177feaac8b83a536f7b69552b26eb9e22315d,313,"29",Kerkertserstraße,"129",,"79115",Freiburg,
3,C,0x865ed34ca5cf3086c25408924a69e2176df227b3b590b946867bc0fa15a7de1f,321,"8",Grefrather Straße,"17",,"85122",Hitzhofen,
3,C,0x44e50ee019dc7771a61880fee34e28914d7ee6003c55748a42496368e438ab00,338,"28",Enzianstraße,"47",,"38176",Wendeburg,
3,C,0xa2add88c695c1b9e3495af75ac77180a9d8c8a2038c3ebf6aed9bb2da8deba65,363,"23",Hafenstraße,"130",,"67734",Katzweiler,
3,C,0x93f19190c72d87ad75f3d25f1ca1aa9874540954c28f94b30bc4ed077474af00,392,"11",Buschmühlenweg,"149",,"67317",Altleiningen,
3,C,0xe5771d5cf1a3dc305f03e9e8532e84c14b6530853057a2f39b880942b0d138b9,396,"16",Elzstraße,"152",,"67808",Würzweiler,
3,C,0x8940d63edc0d2be75de0fa924833ac8176a08fc9c2174875d056a5b1afbacea1,397,"27",Schwerinstraße,"179",,"69242",Mühlhausen,
3,C,0x82adbb040816b31aab9e57f5a130f8cb911e18f50379956fae6eba76cc73eb4e,403,"9",Heidchesgarten,"80",,"91798",Höttingen,
3,C,0x3dce70d54dc38a8d3e6f70ef137727e1e0290ca6a5a334f9de01ce9c65f6c4d5,414,"15",Schlesische Straße,"75 c",,"57612",Heupelzen,
3,C,0xf22aa5bf5cb56a2c55b27e7bdd66945ab736b9a02fd069f48e69ed9c61d225df,417,"32",Ditzentalweg,"95",,"32427",Minden,
3,C,0x4017c563022c5093063a6ed36d8051467df27cc9cc1cb1e3ec71e54145ea4dec,429,"37",Kiesenbacher Straße,"161",,"35614",Aßlar,
3,C,0x0b15775cf24a95446343f37df561c175b04606b04b7bf33c9e43d3377895dfac,433,"18",Gleiwitzer Straße,"139",,"83626",Valley,
3,C,0x3940a33b5a627f1b0e0c0d9f4133d4f37ad852ba582bdeea1bdf673f9a2f3aae,447,"18",Voßkamp,"123",,"58093",Hagen,
3,C,0x66f4ef40f70376c2f8baaa6598496b6fa270757b14503532fe48a3e2d569c2c5,453,"31",Im Kalk,"188",,"54689",Olmscheid,
3,C,0x356eeb8f9fc910a973bdcdd3fc583e29051c4e817f9466f481264c323081a982,469,"11",Johann-Strauß-Straße,"2",,"91171",Greding,
3,C,0xcfdfdf16efa3457c633641b28375331ce8bfd0756313a1841d56fb52298fd0bc,474,"29",Heisterner Weg,"140",,"55263",Wackernheim,
3,C,0xbcda1a9582d3882172a91795408a2ae3ae17caab6e594bbb5587044853348c79,482,"23",Pestalozziring,"17",,"74426",Bühlerzell,
3,C,0x49dcdbd11070b233f259382767dfb03250e2feaad59d1b32db7892d0125d6581,483,"32",Köhlerstraße,"23",,"25899",Niebüll,
3,C,0x6ea1972361c0d9be157ae308cb4c921b266cf3c66aede60d578839d5ecb0145a,490,"10",Scherlebecker Straße,"173",,"53557",Bad Hönningen,
3,C,0xd9b6b8479907a5a517fda1b7a7a2894b751efa4e5c6341f8e5d51cfdc1fd1b5e,495,"31",Im Falker,"97",,"26683",Saterland,
3,C,0xf763fcdebb3c965454e9bf8a3f1fbb9ce805497660330d8272b908bcc784f9a1,506,"34",Klausenhofstraße,"14",,"12555",Treptow-Köpenick,
3,C,0x3acb38ced93ba9dfcff6dc80cde23c32302fcbc4f4c2c62b1160480dcda47aed,514,"14",Im Acker,"198",,"86576",Schiltberg,
3,C,0x867126a20bb7830cc784f99e65cfe70374b309b635ec5a927b5405a201367e99,564,"26",Kaiserswerther Straße,"194",,"21439",Marxen,
3,C,0xf7a9de17e4cbad0b3388b683a946affbdfbc52a9c1121e5552dc303f3e92ba40,576,"12",Balgheimer Straße,"124",,"23738",Kabelhorst,
3,C,0xa00a7c8c2c5acc3a55b32b086b3e3be1a9ee29e4b9eebb37e14a90e0a4a67c98,577,"24",Sölder Straße,"86",,"30659",Hannover,
3,C,0x2505f80b6fbb922e3bd298d679f55478dde23a19c9eb06913a338b51c923b64d,581,"32",Vor der Loos,"106",,"67366",Weingarten,
3,C,0x5f36db73cc7e0ecf1f05eaf62222e3db5672537b9647b335b9277b4650c09bff,593,"19",Wolfsgasse,"71",,"75242",Neuhausen,
3,C,0xe6e5c640b4663b74d5a9a78e3f28de221444a36d1b045f8bbfd8556afa107a64,599,"9",Schladeweg,"29",,"74864",Fahrenbach,
3,C,0xbebde23627052feb67a8b17cd27b92f50597f7c2ced35f0be01e2dba52566d7b,601,"11",Klagebach,"45 a",,"66497",Contwig,
3,C,0x842d7b01c867cf6d147199c71ce6a7be792607365268be64ad0272c422ff3440,607,"30",Im Hasenwinkel,"154",,"24321",Helmstorf,
3,C,0xd2758ae6f6cc11bd36c84b83a6f50222b9fa0a6cbd7483aef79d4adb12d470cb,615,"25",Heedfelder Straße,"45",,"23824",Tensfeld,
3,C,0x9678f188ea4f88be0e9823d804d5d80864c2e47dd8c6eca76ff528184212e35b,620,"37",Ortelsburger Straße,"29",,"34593",Knüllwald,
3,C,0xba3d5dafbed579e4baf2c53d32b5413bea879905616de3b4dd92f91784b7fa65,623,"13",Pfalzstraße,"119",,"13503",Heiligensee,
3,C,0x36755ed446d2096fc32601138c6efec7047325726d82589853e2d8104e898aa7,636,"36",Obersayn,"56c",,"66625",Nohfelden,
3,C,0xe5d476fbb2cedfed32c869bda92a463fe2a508def08b545b88d6ee78bbb336e5,644,"14",Weitefelder Garten,"148",,"89597",Hausen am Bussen,
3,C,0x47d5df5dda8d48eaeec61e82c4d390e815b07c1857739a0281fb03a80837de31,665,"18",Häberlstraße,"168",,"72401",Haigerloch,
3,C,0xe205a695ee47c1337e3dbcb3b76a7c5beebaa2bda1d1e99c37975e8d49d2aea5,666,"36",Martinistraße,"49",,"86507",Oberottmarshausen,
3,C,0x192fc051e55ebac66744993415a29e5cf93dad49b4b5580a20d6870ad8871fad,670,"26",Schützbitz,"76",,"84437",Reichertsheim,
3,C,0x3f4bc4952ef8a00f406ef35415ff9db85721277bfc282b32c49e48480e8eb100,678,"16",Pohlstraße,"78",,"46242",Bottrop,
3,C,0xc754d59632975bb1f3cdd13a2143347a895a9f6d0f00c24d4c78eb91758189a0,691,"35",Bruch,"61",,"96524",Föritz,
3,C,0x107c5424375756733853405388fed330b315e6df9dd0488121bc48b3f82babd9,712,"25",Hochsteinsiedlung,"89",,"25436",Uetersen,
3,C,0x27692e5923529cd55a4c5daaceecef80913b8b68798e7a27f66f21d2f3b42b09,726,"21",Marienbader Straße,"66",,"54317",Farschweiler,
3,C,0x9e547391e90b9d3fcef46936442a5e66bf0eaa9a80711893c0f80b875acbd28d,735,"14",Im Park,"125",,"56858",Liesenich,
3,C,0x4c5e5a4a3b29eccb071810df54191a2da1f7449f53c653efa696f53024b11ad7,755,"20",Herchenrath,"110",,"38104",Braunschweig,
3,C,0x3c0d68107a980d89d80b6c0f5bbb2e8768b417dd424b3d1b72ea9178beebd6b3,763,"17",Braunschweig,"37",,"72649",Wolfschlugen,
3,C,0xbd3a4b3a5f2dd6fd41af202eccd678a9b8ebc9d30f0a020a61f746783e9d99a9,768,"31",Juliusstraße,"68",,"78585",Bubsheim,
3,C,0x13b746c44591423ee2655cf621fcaefdf66a2838564ed6af803c99b61ce26143,776,"24",Marktweg,"72",,"97464",Oberwerrn,
3,C,0x3c4a400bac1aa2d4c06cf5441318cc8b3c01f55679a09c10e5cb6b7b60fa0ca8,784,"22",Masselbachstraße,"23",,"85579",Neubiberg,
3,C,0x23bc733cd4af4fa6643f1d8a2d64254b8c49b0bab187f5d965d8cc564bfdf1d1,788,"12",Kantstraße,"75",,"76137",Karlsruhe,
3,C,0x24ec106ff9fb1dc84139aba4f691d2257d4408e340b98c3c7e269a1d0cb81f21,813,"313",Auf m Henchen,"99",,"56472",Lautzenbrücken,
3,C,0xa15e7fb22f4336e79ed3c8c52c31e259db8c13e0f0d2de38c726e3ccb60ab93a,901,"23",Nollstraße,"52",,"65347",Eltville am Rhein,
